# parking, sq meters, style, price, location
# no = -1, yes = +1
# art_deco = 1 0 0, bungalow = 0 1 0, colonial = 0 0 1
# west = 1 0 0, east = 0 1 0, north = 0 0 1
#
1	0.2150	0	1	0	0.5320	0	0	1
1	0.1050	1	0	0	0.3720	1	0	0
-1	0.2775	1	0	0	0.6460	0	0	1
-1	0.3225	1	0	0	0.7480	0	1	0
1	0.2075	0	1	0	0.5880	1	0	0
-1	0.3225	1	0	0	0.7270	0	0	1
1	0.2800	0	0	1	0.6660	0	0	1
-1	0.1575	0	1	0	0.3600	0	0	1
1	0.3250	0	0	1	0.7010	0	0	1
-1	0.2750	1	0	0	0.6430	0	0	1
1	0.1250	1	0	0	0.4030	1	0	0
-1	0.2325	0	1	0	0.5100	0	0	1
1	0.1825	1	0	0	0.5350	1	0	0
-1	0.2600	0	1	0	0.5810	0	1	0
-1	0.3075	1	0	0	0.6790	0	0	1
-1	0.2875	1	0	0	0.6570	0	0	1
1	0.2300	0	1	0	0.5260	0	1	0
1	0.3100	0	0	1	0.6680	1	0	0
-1	0.2750	1	0	0	0.6270	0	0	1
1	0.1125	0	1	0	0.2770	0	0	1
1	0.2525	1	0	0	0.6290	1	0	0
1	0.1625	0	1	0	0.4180	0	1	0
1	0.1075	1	0	0	0.3560	0	0	1
-1	0.2200	0	1	0	0.5200	0	1	0
-1	0.2300	0	1	0	0.5170	0	1	0
-1	0.3100	1	0	0	0.6970	0	1	0
-1	0.2875	1	0	0	0.6640	0	1	0
1	0.3375	0	0	1	0.7580	0	0	1
-1	0.1450	0	0	1	0.3430	1	0	0
-1	0.2650	1	0	0	0.6010	1	0	0
1	0.2225	0	1	0	0.5480	1	0	0
-1	0.2300	0	1	0	0.5230	0	1	0
1	0.1025	0	1	0	0.3010	0	1	0
1	0.1925	0	1	0	0.5350	1	0	0
-1	0.2525	0	1	0	0.5860	0	1	0
-1	0.1650	0	1	0	0.4250	0	1	0
1	0.1650	0	1	0	0.3930	0	1	0
-1	0.1300	1	0	0	0.4040	0	1	0
-1	0.2900	1	0	0	0.7070	1	0	0
-1	0.2175	0	1	0	0.4800	0	0	1
1	0.2300	1	0	0	0.6440	1	0	0
-1	0.3000	1	0	0	0.7170	1	0	0
1	0.2125	0	1	0	0.4890	1	0	0
1	0.2825	0	0	1	0.5640	0	0	1
1	0.3125	0	0	1	0.6630	0	1	0
1	0.2500	0	1	0	0.6480	1	0	0
-1	0.2375	0	1	0	0.5200	0	0	1
1	0.3375	0	0	1	0.8040	0	1	0
1	0.2000	0	1	0	0.5040	0	0	1
-1	0.2100	0	1	0	0.4840	0	1	0
-1	0.3225	1	0	0	0.7200	1	0	0
1	0.2375	0	0	1	0.5870	1	0	0
-1	0.2250	0	1	0	0.5280	0	1	0
1	0.1250	1	0	0	0.4090	0	0	1
-1	0.1925	1	0	0	0.4840	1	0	0
-1	0.2750	0	1	0	0.6000	0	0	1
1	0.2200	0	1	0	0.6060	1	0	0
-1	0.1675	0	1	0	0.4100	1	0	0
-1	0.1700	0	1	0	0.3900	0	0	1
-1	0.1350	0	0	1	0.3370	0	1	0
-1	0.1600	0	1	0	0.4070	0	1	0
-1	0.2125	0	1	0	0.4700	0	0	1
1	0.1200	1	0	0	0.4030	0	0	1
-1	0.2100	0	1	0	0.5030	0	1	0
-1	0.1250	0	0	1	0.2800	0	0	1
-1	0.2550	0	1	0	0.5800	0	1	0
1	0.2750	0	0	1	0.6350	0	1	0
-1	0.2200	0	0	1	0.4780	1	0	0
1	0.0925	1	0	0	0.3980	1	0	0
1	0.3350	0	0	1	0.7160	0	1	0
-1	0.2250	0	1	0	0.5000	0	0	1
-1	0.2425	0	1	0	0.5580	1	0	0
1	0.1275	0	1	0	0.3900	0	1	0
1	0.3350	0	1	0	0.7830	1	0	0
-1	0.1850	0	1	0	0.4200	0	0	1
1	0.1600	0	1	0	0.4270	1	0	0
-1	0.2400	0	1	0	0.5700	1	0	0
1	0.3300	0	0	1	0.7500	0	0	1
-1	0.3075	1	0	0	0.7000	1	0	0
1	0.2900	0	1	0	0.6890	0	0	1
-1	0.0950	0	0	1	0.2400	1	0	0
-1	0.1900	0	1	0	0.4300	0	0	1
1	0.1375	0	1	0	0.3640	1	0	0
-1	0.2100	0	1	0	0.4800	1	0	0
-1	0.3025	1	0	0	0.7130	1	0	0
1	0.1375	1	0	0	0.3480	0	0	1
-1	0.1475	1	0	0	0.3710	0	1	0
1	0.2150	0	1	0	0.5670	1	0	0
-1	0.2400	0	1	0	0.5670	1	0	0
-1	0.1375	0	0	1	0.2940	0	0	1
1	0.2200	1	0	0	0.5520	1	0	0
-1	0.1150	0	0	1	0.2630	0	1	0
1	0.1825	0	0	1	0.5300	0	1	0
-1	0.3225	1	0	0	0.7250	0	0	1
-1	0.1450	0	0	1	0.3000	0	0	1
1	0.1675	0	1	0	0.4930	1	0	0
1	0.3325	0	0	1	0.7500	0	1	0
1	0.1075	1	0	0	0.3430	0	0	1
-1	0.1350	0	0	1	0.3270	1	0	0
-1	0.1450	0	0	1	0.3180	1	0	0
1	0.1575	0	1	0	0.4860	1	0	0
-1	0.1825	0	1	0	0.4100	0	0	1
-1	0.2450	0	1	0	0.5570	0	1	0
1	0.1425	1	0	0	0.3840	1	0	0
1	0.2175	0	1	0	0.5660	0	0	1
1	0.2325	0	1	0	0.5880	0	1	0
-1	0.2875	1	0	0	0.6980	1	0	0
1	0.2625	0	1	0	0.5940	0	0	1
1	0.1575	0	1	0	0.4350	0	0	1
1	0.2750	0	0	1	0.6200	1	0	0
-1	0.2500	0	1	0	0.5640	1	0	0
-1	0.2400	0	1	0	0.5590	0	1	0
1	0.1100	1	0	0	0.3450	0	0	1
-1	0.2975	1	0	0	0.6670	0	0	1
-1	0.1725	0	0	1	0.4280	1	0	0
1	0.3225	0	0	1	0.7720	1	0	0
-1	0.1450	0	0	1	0.3350	0	0	1
1	0.1725	0	1	0	0.4320	0	1	0
1	0.3050	0	0	1	0.7500	1	0	0
-1	0.3200	1	0	0	0.7110	0	0	1
1	0.1450	1	0	0	0.4130	1	0	0
-1	0.3175	1	0	0	0.7060	0	1	0
1	0.1475	1	0	0	0.4000	0	1	0
1	0.2575	0	1	0	0.6270	1	0	0
1	0.1200	1	0	0	0.3770	0	0	1
-1	0.2425	0	1	0	0.5750	0	1	0
-1	0.0900	1	0	0	0.2740	1	0	0
-1	0.0925	0	0	1	0.2030	1	0	0
-1	0.1650	0	0	1	0.3820	0	1	0
1	0.1025	1	0	0	0.3480	0	0	1
-1	0.1475	0	0	1	0.3300	0	0	1
1	0.2225	1	0	0	0.6300	0	0	1
1	0.3250	1	0	0	0.8180	0	0	1
1	0.2800	0	0	1	0.6370	1	0	0
1	0.2625	0	1	0	0.5840	0	0	1
1	0.1450	1	0	0	0.4860	0	1	0
1	0.2350	0	1	0	0.5890	0	1	0
-1	0.3425	0	0	1	0.7260	1	0	0
-1	0.1575	0	1	0	0.3600	0	0	1
-1	0.3075	0	0	1	0.6250	0	1	0
-1	0.0950	0	0	1	0.2150	0	1	0
-1	0.1925	0	1	0	0.4300	0	0	1
1	0.1300	1	0	0	0.4230	1	0	0
-1	0.3075	1	0	0	0.6740	0	1	0
-1	0.2000	0	1	0	0.4650	1	0	0
1	0.2475	0	1	0	0.6520	1	0	0
-1	0.2825	1	0	0	0.6750	1	0	0
1	0.2425	0	1	0	0.6600	0	1	0
-1	0.2625	0	0	1	0.5630	1	0	0
1	0.0900	1	0	0	0.2980	1	0	0
1	0.2800	0	0	1	0.5930	0	0	1
1	0.2600	0	1	0	0.6440	0	1	0
1	0.0900	0	1	0	0.2860	0	1	0
1	0.2900	0	0	1	0.6620	1	0	0
1	0.1950	0	1	0	0.5510	0	1	0
1	0.2325	0	1	0	0.6290	1	0	0
1	0.2025	0	1	0	0.4620	0	1	0
1	0.3025	0	0	1	0.7270	1	0	0
-1	0.1800	0	0	1	0.4070	0	1	0
-1	0.2225	0	1	0	0.5230	1	0	0
-1	0.1425	0	0	1	0.3130	1	0	0
-1	0.2725	1	0	0	0.6260	0	0	1
